2023-12-12 11:55:46,547: Key.cmd
2023-12-12 11:55:46,549: Key.shift
2023-12-12 11:55:46,683: 'S'
2023-12-12 12:06:17,989: 'l'
2023-12-12 12:06:18,225: 'e'
2023-12-12 12:06:18,575: 'v'
2023-12-12 12:06:18,710: 'i'
2023-12-12 12:06:18,948: Key.space
2023-12-12 12:06:19,256: 'a'
2023-12-12 12:06:19,605: 'c'
2023-12-12 12:06:19,848: 'k'
2023-12-12 12:06:20,019: 'e'
2023-12-12 12:06:20,266: 'r'
2023-12-12 12:06:20,575: 'm'
2023-12-12 12:06:20,704: 'a'
2023-12-12 12:06:20,838: 'n'
2023-12-12 12:06:21,436: Key.enter
2024-01-20 20:45:36,757: 'w'
2024-01-20 20:45:37,021: 'h'
2024-01-20 20:45:37,226: 'y'
2024-01-20 20:45:37,453: Key.space
2024-01-20 20:45:37,731: 'i'
2024-01-20 20:45:37,980: Key.space
2024-01-20 20:45:38,096: 'a'
2024-01-20 20:45:38,253: 'm'
2024-01-20 20:45:38,494: Key.space
2024-01-20 20:45:38,722: 't'
2024-01-20 20:45:38,888: 'h'
2024-01-20 20:45:38,994: 'e'
2024-01-20 20:45:39,182: Key.space
2024-01-20 20:45:39,350: 's'
2024-01-20 20:45:39,596: 't'
2024-01-20 20:45:39,844: 'u'
2024-01-20 20:45:40,027: 'd'
2024-01-20 20:45:40,246: 'e'
2024-01-20 20:45:40,399: 'n'
2024-01-20 20:45:40,552: 't'
2024-01-20 20:45:40,692: Key.space
2024-01-20 20:45:41,531: 'o'
2024-01-20 20:45:41,685: 's'
2024-01-20 20:45:41,871: Key.space
2024-01-20 20:45:42,749: 'p'
2024-01-20 20:45:42,977: 'i'
2024-01-20 20:45:43,216: 'l'
2024-01-20 20:45:43,358: 'l'
2024-01-20 20:45:43,498: 'a'
2024-01-20 20:45:43,580: 'i'
2024-01-20 20:45:43,809: Key.space
2024-01-20 20:45:44,220: 'c'
2024-01-20 20:45:44,342: 'o'
2024-01-20 20:45:44,643: 'l'
2024-01-20 20:45:44,791: 'l'
2024-01-20 20:45:50,601: Key.left
2024-01-20 20:45:51,098: Key.left
2024-01-20 20:45:51,127: Key.left
2024-01-20 20:45:51,157: Key.left
2024-01-20 20:45:51,188: Key.left
2024-01-20 20:45:51,217: Key.left
2024-01-20 20:45:51,247: Key.left
2024-01-20 20:45:51,278: Key.left
2024-01-20 20:45:51,308: Key.left
2024-01-20 20:45:51,562: Key.left
2024-01-20 20:45:51,750: Key.left
2024-01-20 20:45:51,928: Key.left
2024-01-20 20:45:53,610: Key.right
2024-01-20 20:45:54,106: Key.right
2024-01-20 20:45:54,136: Key.right
2024-01-20 20:45:54,165: Key.right
2024-01-20 20:45:54,196: Key.right
2024-01-20 20:45:54,226: Key.right
2024-01-20 20:45:54,255: Key.right
2024-01-20 20:45:54,287: Key.right
2024-01-20 20:45:54,315: Key.right
2024-01-20 20:45:54,345: Key.right
2024-01-20 20:45:54,375: Key.right
2024-01-20 20:45:54,404: Key.right
2024-01-20 20:45:55,221: 'e'
2024-01-20 20:45:55,421: 'g'
2024-01-20 20:45:55,583: 'e'
2024-01-20 20:45:55,713: Key.space
2024-01-20 20:45:56,737: Key.shift_r
2024-01-20 20:45:57,040: '?'
2024-01-20 20:45:57,416: '?'
2024-01-20 20:45:57,563: '?'
2024-01-20 20:45:57,687: '?'
2024-01-20 20:45:58,233: Key.enter
